Data Sample,Implicit Meaning,Explicit Meaning,Category,Hallucination Types,Idiom Phrases,Meaning of Idiom Phrases
"সুন্দরের প্রবেশ

কার বাঁশি নিশিভোরে বাজিল মোর প্রাণে?
ফুটে দিগন্তে অরুণ-কিরণ-কলিকা।
শরতের আলোতে সুন্দর আসে,
ধরণীর আঁখি যে শিশিরে ভাসে
হৃদয়কুঞ্জবনে মঞ্জরিল
মধুর শেফালিকা।
রাজা ।
নটরাজ, শরৎলক্ষ্মীর সহচরটি এরই মধ্যে চঞ্চল হয়ে উঠলেন কেন?
নটরাজ।
শিশির শুকিয়ে যায়, শিউলি ঝরে পড়ে, আশ্বিনের সাদা মেঘ আলোয় যায় মিলিয়ে। ক্ষণিকের অতিথি স্বর্গ থেকে মর্ত্যে আসেন। কাঁদিয়ে দিয়ে চলে যান। এই যাওয়া-আসায় স্বর্গ-মর্ত্যের মিলনপথ বিরহের ভিতর দিয়ে খুলে যায়।
হে ক্ষণিকের অতিথি,
এলে প্রভাতে কারে চাহিয়া,
ঝরা শেফালির পথ বাহিয়া।
কোন্‌ অমরার বিরহিণীরে
চাহনি ফিরে,
কার বিষাদের শিশিরনীরে
এলে নাহিয়া।
ওগো অকরুণ, কী মায়া জান,
মিলনছলে বিরহ আন।
চলেছ পথিক আলোক-যানে
আঁধারপানে,
মন-ভুলানো মোহন তানে
গান গাহিয়া।
নটরাজ।
এইবার কবির বিদায় গান। বাঁশি হবে নীরব। যদি কিছু বাকি থাকে সে থাকবে স্মরণের মধ্যে।
আমার রাত পোহাল শারদ প্রাতে।
বাঁশি, তোমায় দিয়ে যাব কাহার হাতে।
তোমার বুকে বাজল ধ্বনি
বিদায়গাথা, আগমনী, কত যে,
ফাল্গুনে শ্রাবণে, কত প্রভাতে রাতে।
যে কথা রয় প্রাণের ভিতর অগোচরে
গানে গানে নিয়েছিলে চুরি করে।
সময় যে তার হল গত
নিশিশেষের তারার মতো
তারে শেষ করে দাও শিউলিফুলের মরণ সাথে।
রাজা।
ও কী। একেবারে শেষ হয়ে গেল নাকি? কেবল দুদণ্ডের জন্যে গান বাঁধা হল, গান সারা হল! এত সাধনা, এত আয়োজন, এত উৎকণ্ঠা--তার পরে?
নটরাজ।
""তার পরে' প্রশ্নের উত্তর নেই সব চুপ। এই তো সৃষ্টির লীলা এ তো কৃপণের পুঁজি নয়। এ যে আনন্দের অমিতব্যয়। মুকুল ধরেও যেমন ঝরেও তেমনি। বাঁশিতে যদি গান বেজে থাকে সেই তো চরম। তার পরে? কেউ চুপ করে শোনে, কেউ গলা ছেড়ে তর্ক করে। কেউ মনে রাখে, কেউ ভোলে, কেউ ব্যঙ্গ করে। তাতে কী আসে যায়?
গান আমার যায় ভেসে যায়,
চাসনে ফিরে দে তারে বিদায়।
সে যে দখিন হাওয়ায় মুকুল ঝরা,
ধুলার আঁচল হেলায় ভরা,
সে যে শিশিরফোঁটার মালা গাঁথা বনের আঙিনায়।
কাঁদন-হাসির আলোছায়া সারা অলস বেলা,
মেঘের গায়ে রঙের মায়া খেলার পরে খেলা।
ভুলে যাওয়ার বোঝাই ভরি
গেল চলে কতই তরী
উজনবায়ে ফেরে যদি কে রয় সে আশায়।
রাজা।
উত্তম হয়েছে।
রাজকবি।
আরও অনেক উত্তম হতে পারত।
",,,,,,
"প্রথম অঙ্কপ্রথম দৃশ্য
বজ্রসেন ও তাহার বন্ধু
বন্ধু।
              তুমি ইন্দ্রমণির হার
         এনেছ সুবর্ণ দ্বীপ থেকে--
রাজমহিষীর কানে যে তার খবর
         দিয়েছে কে।
দাও আমায়, রাজবাড়িতে দেব বেচে
         ইন্দ্রমণির হার--
চিরদিনের মতো তুমি যাবে বেঁচে।
বজ্রসেন।
                      না না না বন্ধু,
আমি    অনেক করেছি বেচাকেনা,
               অনেক হয়েছে লেনাদেনা--
                    না না না,
          এ তো হাটে বিকোবার নয় হার--
                    না না না,
               কণ্ঠে দিব আমি তারি
          যারে বিনা মূল্যে দিতে পারি--
              ওগো আছে সে কোথায়,
                  আজো তারে হয় নাই চেনা।
                    না না না, বন্ধু।
বন্ধু।
                      জান না কি
    পিছনে তোমার রয়েছে রাজার চর।
বজ্রসেন।
         জানি জানি, তাই তো আমি
                 চলেছি দেশান্তর।
এ মানিক পেলেম আমি অনেক দেবতা পূজে,
              বাধার সঙ্গে যুঝে--
এ মানিক দেব যারে অমনি তারে পাব খুঁজে,
              চলেছি দেশ-দেশান্তর॥

বন্ধু দূরে প্রহরীকে দেখতে পেয়ে বজ্রসেনকে মালা-সমেত পালাতে বলল


কোটালের প্রবেশ

কোটাল।
        থামো থামো,
      কোথায় চলেছ পালায়ে
           সে কোন্‌ গোপন দায়ে।
      আমি নগর-কোটালের চর।
বজ্রসেন।
         আমি বণিক, আমি চলেছি
                                 আপন ব্যবসায়ে,
                         চলেছি দেশান্তর।
",,,,,,
"কোটাল।
         কী আছে তোমার পেটিকায়।
বজ্রসেন।
         আছে মোর প্রাণ আছে মোর শ্বাস।
কোটাল।
         খোলো, খোলো, বৃথা কোরো না পরিহাস।
বজ্রসেন।
         এই পেটিকা আমার বুকের পাঁজর যে রে--
সাবধান! সাবধান! তুমি ছুঁয়ো না, ছুঁয়ো না এরে।
         তোমার মরণ, নয় তো আমার মরণ--
যমের দিব্য করো যদি এরে হরণ--
         ছুঁয়ো না, ছুঁয়ো না, ছুঁয়ো না।
[বজ্রসেনের পলায়ন
সেই দিকে তাকিয়ে
কোটাল।
         ভালো ভালো তুমি দেখব পালাও কোথা।
মশানে তোমার শূল হয়েছে পোঁতা--
          এ কথা মনে রেখে
তোমার ইষ্টদেবতারে স্মরিয়ো এখন থেকে॥
",,,,,,
"দ্বিতীয় দৃশ্য
শ্যামার সভাগৃহে কয়েকটি সহচরী বসে আছে
নানা কাজে নিযুক্ত
সখীরা।
          হে বিরহী, হায়, চঞ্চল হিয়া তব--
        নীরবে জাগ একাকী শূন্য মন্দিরে,
কোন্‌ সে নিরুদ্দেশ-লাগি আছ জাগিয়া।
        স্বপনরূপিণী অলোকসুন্দরী
                অলক্ষ্য অলকাপুরী-নিবাসিনী,
তাহার মুরতি রচিলে বেদনায় হৃদয়মাঝারে॥
উত্তীয়ের প্রবেশ
সখীরা।
          ফিরে যাও কেন ফিরে ফিরে যাও
       বাহিয়া বিফল বাসনা।
চিরদিন আছ দূরে
       অজানার মতো নিভৃত অচেনা পুরে।
কাছে আস তবু আস না,
       বহিয়া বিফল বাসনা।
পারি না তোমায় বুঝিতে--
       ভিতরে কারে কি পেয়েছ,
              বাহিরে চাহ না খুঁজিতে।
না-বলা তোমার বেদনা যত
       বিরহপ্রদীপে শিখার মতো,
              নয়নে তোমার উঠেছে জ্বলিয়া
                     নীরব কী সম্‌ভাষণা॥
উত্তীয়।
          মায়াবনবিহারিণী হরিণী
      গহনস্বপনসঞ্চারিণী,
কেন তারে ধরিবারে করি পণ
            অকারণ।
থাক্‌ থাক্‌, নিজ-মনে দূরেতে,
আমি শুধু বাঁশরির সুরেতে
পরশ করিব ওর প্রাণমন
            অকারণ॥
সখীরা।
          হতাশ হোয়ো না, হোয়ো না,
      হোয়ো না, সখা।
নিজেরে ভুলায়ে লোয়ো না, লোয়ো না
      আঁধার গুহাতলে।
উত্তীয়।
           চমকিবে ফাগুনের পবনে,
পশিবে আকাশবাণী শ্রবণে,
চিত্ত আকুল হবে অনুখন
            অকারণ।
দূর হতে আমি তারে সাধিব,
গোপনে বিরহডোরে বাঁধিব--
বাঁধনবিহীন সেই যে বাঁধন
            অকারণ॥
সখীরা।
          হবে সখা, হবে তব হবে জয়--
            নাহি ভয়, নাহি ভয়, নাহি ভয়।
হে প্রেমিকতাপস, নিঃশেষে আত্ম-আহুতি
            ফলিবে চরম ফলে॥
[প্রস্থান",,,,,,
"সখীসহ শ্যামার প্রবেশ
সখী।
             জীবনে পরম লগন কোরো না হেলা,
            হে গরবিনী।
বৃথাই কাটিবে বেলা,     সাঙ্গ হবে যে খেলা--
সুধার হাটে ফুরাবে বিকিকিনি,
            হে গরবিনী।
মনের মানুষ লুকিয়ে আসে,
      দাঁড়ায় পাশে,   হায়--
হেসে চলে যায় জোয়ারজলে
            ভাসিয়ে ভেলা,
দুর্লভ ধনে দুঃখের পণে লও গো জিনি,
            হে গরবিনী।
ফাগুন যখন যাবে গো নিয়ে
            ফুলের ডালা
কী দিয়ে তখন গাঁথিবে তোমার
            বরণমালা।
বাজবে বাঁশি দূরের হাওয়ায়,
চোখের জলে শূন্যে চাওয়ায়
            কাটবে প্রহর--
বাজবে বুকে বিদায়পথে চরণ-ফেলা দিনযামিনী,
            হে গরবিনী॥
শ্যামা।
           ধরা সে যে দেয় নাই, দেয় নাই,
যারে আমি আপনারে সঁপিতে চাই--
কোথা সে যে আছে সংগোপনে,
প্রতিদিন শত তুচ্ছের আড়ালে আড়ালে।
      এসো মম সার্থক স্বপ্ন,
      করো মোর যৌবন সুন্দর,
দক্ষিণবায়ু আনো পুষ্পবনে।
      ঘুচাও বিষাদের কুহেলিকা,
      নবপ্রাণমন্ত্রের আনো বাণী।
পিপাসিত জীবনের ক্ষুব্ধ আশা
আঁধারে আঁধারে খোঁজে ভাষা--
      শূন্যে পথহারা পবনের ছন্দে,
      ঝরে-পড়া বকুলের গন্ধে॥
সখীদের নৃত্যচর্চা, শেষে শ্যামার সজ্জা-সাধন, এমন সময়
বজ্রসেন ছুটে এল। পিছনে কোটাল
কোটাল।
         ধর্‌ ধর্‌ ওই চোর, ওই চোর।
বজ্রসেন।
         নই আমি নই চোর, নই চোর, নই চোর--
অন্যায় অপবাদে আমারে ফেলো না ফাঁদে।
কোটাল।
        ওই বটে, ওই চোর, ওই চোর, ওই চোর।
[প্রস্থান",,,,,,
"বজ্রসেন যে দিকে গেল শ্যামা সে দিকে কিছুক্ষণ তন্ময় হয়ে তাকিয়ে রইল
শ্যামা।
                  আহা মরি মরি,
মহেন্দ্রনিন্দিতকান্তি উন্নতদর্শন
      কারে বন্দী করে আনে
      চোরের মতন কঠিন শৃঙ্খলে।
শীঘ্র যা লো সহচরী, যা লো, যা লো--
বল্‌ গে নগরপালে মোর নাম করি,
      শ্যামা ডাকিতেছে তারে।
      বন্দী সাথে লয়ে একবার
আসে যেন আমার আলয়ে দয়া করি॥
      [শ্যামা ও সখীদের প্রস্থান
সখী।
             সুন্দরের বন্ধন নিষ্ঠুরের হাতে
            ঘুচাবে কে।
নিঃসহায়ের অশ্রুবারি পীড়িতের চক্ষে
            মুছাবে কে।
আর্তের ক্রন্দনে হেরো ব্যথিত বসুন্ধরা,
অন্যায়ের আক্রমণে বিষবাণে জর্জরা--
প্রবলের উৎপীড়নে কে বাঁচাব দুর্বলেরে,
অপমানিতেরে কার দয়া বক্ষে লবে ডেকে।
      [সহচরীর প্রস্থান
বজ্রসেন ও কোটাল-সহ শ্যামার পুনঃপ্রবেশ
শ্যামা।
            তোমাদের এ কী ভ্রান্তি--
কে ওই পুরুষ দেবকান্তি,
            প্রহরী, মরি মরি।
এমন করে কি ওকে বাঁধে।
দেখে যে আমার প্রাণ কাঁদে।
            বন্দী করেছ কোন্‌ দোষে।
কোটাল।
               চুরি হয়ে গেছে রাজকোষে,
চোর চাই যে করেই হোক।
হোক-না সে যেই-কোনো লোক, চোর চাই।
নহিলে মোদের যাবে মান!
শ্যামা।
           নির্দোষী বিদেশীর রাখো প্রাণ,
দুই দিন মাগিনু সময়।
কোটাল।
        রাখিব তোমার অনুনয়;
      দুই দিন কারাগারে রবে,
      তার পর যা হয় তা হবে।
বজ্রসেন।
         এ কী খেলা হে সুন্দরী,
কিসের এ কৌতুক।
      দাও অপমান-দুখ--
মোরে নিয়ে কেন, কেন এ কৌতুক।
শ্যামা।
           নহে নহে, এ নহে কৌতুক।
      মোর অঙ্গের স্বর্ণ-অলংকার
      সঁপি দিয়া শৃঙ্খল তোমার
      নিতে পারি নিজ দেহে।
তব অপমানে মোর
অন্তরাত্মা আজি অপমানে মানে।
[বজ্রসেনকে নিয়ে প্রহরীর প্রস্থান
",,,,,,
"সঙ্গে শ্যামা কিছু দূর গিয়ে ফিরে এসে
শ্যামা।
            রাজার প্রহরী ওরা অন্যায় অপবাদে
নিরীহের প্রাণ বধিবে ব'লে কারাগারে বাঁধে।
ওগো শোনো, ওগো শোনো, ওগো শোনো,
      আছ কি বীর কোনো,
দেবে কি ওরে জড়িয়ে মরিতে
      অবিচারের ফাঁদে
            অন্যায় অপবাদে।
উত্তীয়ের প্রবেশ
উত্তীয়।
          ন্যায় অন্যায় জানি নে, জানি নে, জানি নে,
      শুধু তোমারে জানি
            ওগো সুন্দরী।
চাও কি প্রেমের চরম মূল্য-- দেব আনি,
      দেব আনি ওগো সুন্দরী।
প্রিয় যে তোমার, বাঁচাবে যারে,
      নেবে মোর প্রাণঋণ--
তাহারি সঙ্গে তোমারি বক্ষে
      বাঁধা রব চিরদিন
            মরণডোরে।
কেমনে ছাড়িবে মোরে,
      ওগো সুন্দরী॥
শ্যামা।
           এতদিন তুমি সখা, চাহ নি কিছু;
      নীরবে ছিলে করি নয়ন নিচু।
রাজ-অঙ্গুরী মম করিলাম দান,
      তোমারে দিলাম মোর শেষ সম্মান।
তব বীর-হাতে এই ভূষণের সাথে
      আমার প্রণাম যাক তব পিছু পিছু।
উত্তীয়।
          আমার জীবনপাত্র উচ্ছলিয়া মাধুরী করেছ দান--
      তুমি জান নাই, তুমি জান নাই,
তুমি জান নাই তার মূল্যের পরিমাণ।
            রজনীগন্ধা অগোচরে
যেমন রজনী স্বপনে ভরে
                  সৌরভে,
      তুমি জান নাই, তুমি জান নাই,
তুমি জান নাই, মরমে আমার ঢেলেছ তোমার গান।
      বিদায় নেবার সময় এবার হল--
            প্রসন্ন মুখ তোলো,
                  মুখ তোলো, মুখ তোলো--
মধুর মরণে পূর্ণ করিয়া সঁপিয়া যাব প্রাণ
                                          চরণে।
      যারে জান নাই, যারে জান নাই,
            যারে জান নাই,
তার    গোপন ব্যথার নীরব রাত্রি হোক আজি অবসান॥
শ্যামা হাত ধ'রে উত্তীয়ের মুখের দিকে চেয়ে রইল
অল্পক্ষণ পরে হাত ছেড়ে ধীরে ধীরে চলে গেল
সখী।
                        তোমার প্রেমের বীর্যে
তোমার প্রবল প্রাণ সখীরে করিলে দান।
      তব মরণের ডোরে
            বাঁধিলে বাঁধিলে ওরে
                  অসীম পাপে
                        অনন্ত শাপে।
            তোমার চরম অর্ঘ্য
কিনিল সখীর লাগি নারকী প্রেমের স্বর্গ।
উত্তীয়।
          প্রহরী, ওগো প্রহরী,
      লহো লহো লহো মোরে বাঁধি।
বিদেশী নহে সে তব শাসনপাত্র,
      আমি একা অপরাধী।
কোটাল।
         তুমিই করেছ তবে চুরি?
উত্তীয়।
                  এই দেখো রাজ-অঙ্গুরী--
রাজ-আভরণ দেহে করেছি ধারণ আজি,
      সেই পরিতাপে আমি কাঁদি।
[উত্তীয়কে লইয়া প্রহরীর প্রস্থান
সখী।
         বুক যে ফেটে যায়, হায় হায় রে।
তোর তরুণ জীবন দিলি নিষ্কারণে    
      মৃত্যুপিপাসিনীর পায় রে।
                        ওরে সখা,
মধুর দুর্লভ যৌবনধন ব্যর্থ করিলি
                        কেন অকালে
পুষ্পবিহীন গীতিহারা মরণমরুর পারে,
                        ওরে সখা।
[প্রস্থান",,,,,,
"কারাগারে উত্তীয়।  প্রহরীর প্রবেশ
প্রহরী।
           নাম লহো দেবতার; দেরি তব নাই আর,
            দেরি তব নাই আর।
ওরে পাষণ্ড, লহো চরম দণ্ড; তোর
            অন্ত যে নাই আস্পর্ধার।
শ্যামার দ্রুত প্রবেশ
শ্যামা।
           থাম্‌ রে, থাম্‌ রে তোরা, ছেড়ে দে, ছেড়ে দে--
দোষী ও-যে নয় নয়, মিথ্যা মিথ্যা সবই,
      আমারি ছলনা ও যে--
            বেঁধে নিয়ে যা মোরে
                  রাজার চরণে।
প্রহরী।
           চুপ করো, দূরে যাও, দূরে যাও নারী--
বাধা দিয়ো না, বাধা দিয়ো না।
  [দুই হাতে মুখ ঢেকে শ্যামার প্রস্থান
প্রহরীর উত্তীয়কে হত্যা
সখী।
                    কোন্‌ অপরূপ স্বর্গের আলো
দেখা দিল রে প্রলয়রাত্রি ভেদি
      দুর্দিন দুর্যোগে,
মরণমহিমা ভীষণের বাজালো বাঁশি।
      অকরুণ নির্মম ভুবনে
      দেখিনু এ কী সহসা--
কোন্‌ আপনা-সমর্পণ, মুখে নির্ভয় হাসি।
",,,,,,
"তৃতীয় দৃশ্য
শ্যামা।
           বাজে গুরু গুরু শঙ্কার ডঙ্কা,
     ঝঞ্ঝা ঘনায় দূরে
          ভীষণ নীরবে।
কত রব সুখস্বপ্নের ঘোরে আপনা ভুলে,
          সহসা জাগিতে হবে রে।
বজ্রসেনের প্রবেশ
শ্যামা।
           হে বিদেশী এসো এসো। হে আমার প্রিয়,
অভাগীর করুণা করিয়ো,এসো এসো।
তোমা-সাথে এক স্রোতে ভাসিলাম আমি
                    হে হৃদয়স্বামী
               জীবনে মরণে প্রভু।
বজ্রসেন।
         এ কী আনন্দ, আহা--
হৃদয়ে দেহে ঘুচালে মম সকল বন্ধ।
দুঃখ আমার আজি হল যে ধন্য,
মৃত্যুগহনে লাগে অমৃতসুগন্ধ।
          এলে কারাগারে
          রজনীর পারে উষাসম
মুক্তিরূপা অয়ি লক্ষ্ণী দয়াময়ী।
শ্যামা ।
          বোলো না, বোলো না, বোলো না,
          আমি দয়াময়ী।
মিথ্যা, মিথ্যা, মিথ্যা। বোলো না।
এ কারাপ্রাচীরে শিলা আছে যত
নহে তা কঠিন আমার মতো।
          আমি দয়াময়ী!
     মিথ্যা, মিথ্যা, মিথ্যা।
বজ্রসেন।
         জেনো প্রেম চিরঋণী আপনারি হরষে,
          জেনো, প্রিয়ে।
সব পাপ ক্ষমা করি ঋণশোধ করে সে।
     কলঙ্ক যাহা আছে,
     দূর হয় তার কাছে,
কালিমার 'পরে তার অমৃত সে বরসে॥
          
         -------
প্রেমের জোয়ারে ভাসাবে দোঁহারে
            বাঁধন খুলে দাও, দাও দাও।
ভুলিব ভাবনা    পিছনে চাব না,
            পাল তুলে দাও, দাও দাও।
      প্রবল পবনে তরঙ্গ তুলিল--
হৃদয় দুলিল, দুলিল দুলিল,
      পাগল হে নাবিক,
            ভুলাও দিগ্‌বিদিক,
                  পাল তুলে দাও, দাও দাও॥
সখী।
                   হায় হায় রে হায় পরবাসী,
                  হায় গৃহছাড়া উদাসী।
      অন্ধ অদৃষ্টের আহ্বানে
কোথা   অজানা অকূলে চলেছিস ভাসি।
            শুনিতে কি পাস দূর আকাশে
      কোন্‌ বাতাসে সর্বনাশার বাঁশি।
ওরে, নির্মম ব্যাধ যে গাঁথে
                  মরণের ফাঁসি।
      রঙিন মেঘের তলে
গোপন অশ্রুজলে
      বিধাতার দারুণ বিদ্রূপবজ্রে
            সঞ্চিত নীরব অট্টহাসি॥
",,,,,,
"চতুর্থ দৃশ্য
কোটালের প্রবেশ
কোটাল।
         পুরি হতে পালিয়েছে যে পুরসুন্দরী
কোথা তারে ধরি, কোথা তারে ধরি।
      রক্ষা রবে না, রক্ষা রবে না--
      এমন ক্ষতি রাজার সবে না,
                  রক্ষা রবে না।
বন হতে কেন গেল অশোকমঞ্জরী
ফাল্গুনের অঙ্গন শূন্য করি।
      ওরে কে তুই ভুলালি,
      তারে কে তুই ভুলালি--
ফিরিয়ে দে তারে মোদের বনের দুলালী,
      তারে কে তুই ভুলালি।
  [প্রস্থান
সখীগণ।
         রাজভবনের সমাদর সম্মান ছেড়ে
            এল আমাদের সখী।
দেরি কোরো না, দেরি কোরো না--
      কেমনে যাবি অজানা পথে
            অন্ধকারে দিক নিরখি।
অচেনা প্রেমের চমক লেগে
প্রণয়রাতে সে উঠেছে জেগে--
ধ্রুবতারাকে পিছনে রেখে
      ধূমকেতুকে চলেছে লখি।
কাল সকালে পুরোনো পথে
      আর কখনো ফিরিবে ও কি।
দেরি কোরো না, দেরি কোরো না, দেরি কোরো না।
প্রহরী।
      দাঁড়াও, কোথা চলো, তোমরা কে বলো বলো।
সখীগণ।
    আমরা আহিরিনী, সারা হল বিকিকিনি--
              দূর গাঁয়ে চলি ধেয়ে আমরা বিদেশী মেয়ে।
প্রহরী।
           ঘাটে বসে হোথা ও কে।
সখীগণ।
          সাথী মোদের ও যে নেয়ে--
      যেতে হবে দূর পারে,
            এনেছি তাই ডেকে তারে।
নিয়ে যাবে তরী বেয়ে
সাথী মোদের ও যে নেয়ে--
ওগো প্রহরী,বাধা দিয়ো না, বাধা দিয়ো না,
      মিনতি করি,
            ওগো প্রহরী।
[প্রস্থান
সখী।
             কোন্‌ বাঁধনের গ্রন্থি বাঁধিল দুই অজানারে
      এ কী সংশয়েরি অন্ধকারে।
দিশাহারা হাওয়ায় তরঙ্গদোলায়
      মিলনতরণীখানি ধায় রে
            কোন্‌ বিচ্ছেদের পারে॥
",,,,,,
"বজ্রসেন ও শ্যামার প্রবেশ
বজ্রসেন।
         হৃদয় বসন্তবনে যে মাধুরী বিকাশিল
সেই প্রেম সেই মালিকায় রূপ নিল, রূপ নিল।
      এই ফুলহারে প্রেয়সী তোমারে
            বরণ করি
      অক্ষয় মধুর সুধাময়
            হোক মিলনবিভাবরী।
প্রেয়সী তোমায় প্রাণবেদিকায়
      প্রেমের পূজায় বরণ করি॥
            কহো কহো মোরে প্রিয়ে,
আমারে করেছ মুক্ত কী সম্পদ দিয়ে।
            অয়ি বিদেশিনী,
      তোমার কাছে আমি কত ঋণে ঋণী।
শ্যামা।
            নহে নহে নহে-- সে কথা এখন নহে।
সহচরী।
          নীরবে থাকিস সখী,ও তুই নীরবে থাকিস।
      তোর প্রেমেতে আছে যে কাঁটা
            তারে   আপন বুকে বিঁধিয়ে রাখিস।
দয়িতেরে দিয়েছিলি সুধা,
      আজিও তাহে মেটে নি ক্ষুধা--
            এখনি তাহে মিশাবি কি বিষ।
যে জ্বলনে তুই মরিবি মরমে মরমে
      কেন তারে বাহিরে ডাকিস॥
বজ্রসেন।
         কী করিয়া সাধিলে অসাধ্য ব্রত
            কহো বিবরিয়া।
জানি যদি প্রিয়ে, শোধ দিব
            এ জীবন দিয়ে এই মোর পণ॥
শ্যামা।
            তোমা লাগি যা করেছি
            কঠিন সে কাজ,
আরো সুকঠিন আজ তোমারে সে কথা বলা।
      বালক কিশোর উত্তীয় তার নাম,
            ব্যর্থ প্রেমে মোর মত্ত অধীর;
মোর অনুনয়ে তব চুরি-অপবাদ
                  নিজ-'পরে লয়ে
            সঁপেছে আপন প্রাণ।
বজ্রসেন।
               কাঁদিতে হবে রে, রে পাপিষ্ঠা,
            জীবনে পাবি না শান্তি।
ভাঙিবে ভাঙিবে কলুষনীড় বজ্র-আঘাতে।
শ্যামা।
            ক্ষমা করো নাথ, ক্ষমা করো।
      এ পাপের যে অভিসম্পাত
            হোক বিধাতার হাতে নিদারুণতর।
তুমি ক্ষমা করো, তুমি ক্ষমা করো।
বজ্রসেন।
         এ জন্মের লাগি
            তোর পাপমূল্যে কেনা
                  মহাপাপভাগী
      এ জীবন করিলি ধিক্‌কৃত।
কলঙ্কিনী ধিক্‌ নিশ্বাস মোর
            তোর কাছে ঋণী।
শ্যামা।
           তোমার কাছে দোষ করি নাই।
            দোষ করি নাই।
দোষী আমি বিধাতার পায়ে,
      তিনি করিবেন রোষ--
            সহিব নীরবে।
তুমি যদি না করো দয়া
            সবে না, সবে না,সবে না॥
বজ্রসেন।
         তবু ছাড়িবি না মোরে?
শ্যামা।
            ছাড়িব না, ছাড়িব না, ছাড়িব না,
      তোমা লাগি পাপ নাথ,
            তুমি করো মর্মাঘাত।
                  ছাড়িব না।
",,,,,,
"শ্যামাকে বজ্রসেনের আঘাত ও শ্যামার পতন
[বজ্রসেনের প্রস্থান
নেপথ্যে।
        হায় এ কী সমাপন!
      অমৃতপাত্র ভাঙিলি,
            করিলি মৃত্যুরে সমর্পণ;
এ দুর্লভ প্রেম মূল্য হারালো
            কলঙ্কে, অসম্মানে॥
বজ্রসেনের প্রবেশ
পল্লীরমণীরা।
    তোমায় দেখে মনে লাগে ব্যথা,
            হায় বিদেশী পান্থ।
এই দারুণ রৌদ্রে, এই তপ্ত বালুকায়
            তুমি কি পথভ্রান্ত।
      দুই চক্ষুতে এ কী দাহ
জানি নে, জানি নে, জানি নে, কী যে চাহ।
      চলো চলো আমাদের ঘরে,
            চলো চলো ক্ষণেকের তরে,
                  পাবে ছায়া, পাবে জল।
      সব তাপ হবে তব শান্ত।
কথা কেন নেয় না কানে,
      কোথা চ'লে যায় কে জানে।
            মরণের কোন্‌ দূত ওরে
                  করে দিল বুঝি উদ্‌ভ্রান্ত।
 [সকলের প্রস্থান
বজ্রসেনের প্রবেশ
বজ্রসেন।
               এসো এসো এসো প্রিয়ে,
মরণলোক হতে নূতন প্রাণ নিয়ে।
            নিষ্ফল মম জীবন,
      নীরস মম ভুবন,
শূন্য হৃদয় পূরণ করো
      মাধুরীসুধা দিয়ে।
সহসা নূপুর দেখিয়া কুড়াইয়া লইল
[প্রস্থান
নেপথ্যে।
         সব কিছু কেন নিল না, নিল না,
      নিল না ভালোবাসা--
            ভালো আর মন্দেরে।
আপনাতে কেন মিটাল না
      যত কিছু দ্বন্দ্বেরে--
            ভালো আর মন্দেরে।
নদী নিয়ে আসে পঙ্কিল জলধারা
সাগরহৃদয়ে গহনে হয় হারা,
ক্ষমার দীপ্তি দেয় স্বর্গের আলো
      প্রেমের আনন্দেরে--
            ভালো আর মন্দেরে॥
বজ্রসেনের প্রবেশ
বজ্রসেন।
             এসো এসো এসো প্রিয়ে,
মরণলোক হতে নূতন প্রাণ নিয়ে।
",,,,,,
"শ্যামার প্রবেশ
শ্যামা।
                এসেছি প্রিয়তম, ক্ষমো মোরে ক্ষমো।
গেল না গেল না কেন কঠিন পরান মম--
      তব নিঠুর করুণ করে! ক্ষমো মোরে।
বজ্রসেন।
             কেন এলি, কেন এলি, কেন এলি ফিরে।
      যাও যাও যাও যাও, চলে যাও।
বজ্রসেন।
             যাও যাও যাও যাও, চলে যাও।
[বজ্রসেনকে প্রণাম করে শ্যামার প্রস্থান
বজ্রসেন।
         ক্ষমিতে পারিলাম না যে
      ক্ষমো হে মম দীনতা,
            পাপীজনশরণ প্রভু।
মরিছে তাপে মরিছে লাজে
      প্রেমের বলহীনতা--
            ক্ষমো হে মম দীনতা,
                  পাপীজনশরণ প্রভু।
      প্রিয়ারে নিতে পারি নি বুকে,
            প্রেমেরে আমি হেনেছি,
      পাপীরে দিতে শাস্তি শুধু
            পাপেরে ডেকে এনেছি।
জানি গো তুমি ক্ষমিবে তারে
      যে অভাগিনী পাপের ভারে
            চরণে তব বিনতা।
            ক্ষমিবে না, ক্ষমিবে না
      আমার ক্ষমাহীনতা,
            পাপীজনশরণ প্রভু॥
 
",,,,,,
